http://www.52top.com.cn:678/migu_video/interface.txt
央视,#genre#
CCTV1综合,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=20250915083546a14fac5421624cafa397fdfb081d9950&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20250915083546&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=123.119.84.37&SecurityKey=20250915083546&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=699958615a2a71809497f4b15a41df00&ddCalcu=0609vf9ad9y15a48a65115ba42fa77914890&sv=10004&ct=android
CCTV2财经,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/600/index.m3u8?msisdn=202509150835461bb97e414d4042b9ad03f489e202ac05&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20250915083546&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=123.119.84.37&SecurityKey=20250915083546&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6595531baf173cfb58313ea5a10828bd&ddCalcu=d6b5v89a25z85a0311ab5aafe137133c8f5b&sv=10004&ct=android
CCTV3综艺,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/1000/index.m3u8?msisdn=202509150835470c5dd664cbe443f9a59891ed6418b926&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20250915083547&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=123.119.84.37&SecurityKey=20250915083547&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=447b9874e8c3f768e56beb2c4ec70f41&ddCalcu=1444vf7a0ba79ac8e744ce28bce3bf6756e8&sv=10004&ct=android
CCTV4中文国际,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/600/index.m3u8?msisdn=202509150835479584b6dab57842798cb7ac65b939479a&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20250915083547&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=123.119.84.37&SecurityKey=20250915083547&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=fa05e6fa681ac87330998550fdf3c713&ddCalcu=3f1av70ac5y3eaf6dffa0658518a9c980733&sv=10004&ct=android
CCTV5体育,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/600/index.m3u8?msisdn=202509150835479b0ff43d4f1743cd9d928258cb44c342&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20250915083547&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=123.119.84.37&SecurityKey=20250915083547&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=9eaaf84cb24cb8314fa59bc20d1a766f&ddCalcu=f96ev6aa7awafa18d40c2bc2b49c5ba8f341&sv=10004&ct=android
CCTV5+体育赛事,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/600/index.m3u8?msisdn=20250915083547a7aab2b3749f45dc8b7118f9abc9444f&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20250915083547&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=123.119.84.37&SecurityKey=20250915083547&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=65b2e84040e1f8e737a20b2dca73d2a1&ddCalcu=16a5v2bad2x3ea78a4c0d420be012fa87e37&sv=10004&ct=android
CCTV6电影,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/1000/index.m3u8?msisdn=2025091508354746d707234bc84fdfb7536cbef9b5704c&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20250915083547&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=123.119.84.37&SecurityKey=20250915083547&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=04d85387ee6cfed07d6cfe99a572a177&ddCalcu=7074v1daa8b25a7358a79e9ee6fccf6edd70&sv=10004&ct=android
CCTV7国防军事,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/50/index.m3u8?msisdn=20250915083547808a5e515c1647e2a5fe3f390a4069ef&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20250915083547&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=123.119.84.37&SecurityKey=20250915083547&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=193a818a7c8a3fa1e7b9048e305e6194&ddCalcu=4199v13a6ade8a51083ae78c480a93bf7ae1&sv=10004&ct=android
CCTV8电视剧,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?msisdn=20250915083547b4abd993fa9a4481b5998465dc6d06b6&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20250915083547&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=123.119.84.37&SecurityKey=20250915083547&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3ddc62c42426faf754beb63b40cab7d2&ddCalcu=23ddv7dabcba6ac20c44b23462b6efba4f57&sv=10004&ct=android
CCTV9纪录,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/50/index.m3u8?msisdn=20250915083548cf1c1f8a64db41bd9d123119c1756813&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20250915083548&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=123.119.84.37&SecurityKey=20250915083548&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=fe1a188e714542e315ef413f7a17e0ca&ddCalcu=afcev01aead71a18a87ef7311445f4e25e13&sv=10004&ct=android
