http://txt.gt.tc/users/HKTV.txt
港澳频道,#genre#
新疆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zBXOj1&tk=OAqBIJ73tkHQ
云南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2HGc1Q&tk=OAqBIJ73tkHQ
宁夏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rt6pnD&tk=OAqBIJ73tkHQ
甘肃卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lAchbQ&tk=OAqBIJ73tkHQ
东南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KKzxLp&tk=OAqBIJ73tkHQ
兵团卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=z7BOUo&tk=OAqBIJ73tkHQ
广东频道,#genre#
广东大湾区,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8WY6rP&tk=OAqBIJ73tkHQ
广东民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=q6kDby&tk=OAqBIJ73tkHQ
广东少儿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=blWiuh&tk=OAqBIJ73tkHQ
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QjGQZX&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=g5VWie&tk=OAqBIJ73tkHQ
广东新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ORgwqN&tk=OAqBIJ73tkHQ
广东影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oDMHFr&tk=OAqBIJ73tkHQ
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JMGd9r&tk=OAqBIJ73tkHQ
广东经济,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Vn8TAH&tk=OAqBIJ73tkHQ
深圳都市,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Z3jAEv&tk=OAqBIJ73tkHQ
广州综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mu65pU&tk=OAqBIJ73tkHQ
广州新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3dMFqv&tk=OAqBIJ73tkHQ
广州影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mtcjQb&tk=OAqBIJ73tkHQ
广州法治,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=REPCSe&tk=OAqBIJ73tkHQ
广州南国都市,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cxqZjR&tk=OAqBIJ73tkHQ
广东1区,#genre#
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GReOUG&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jwy0PV&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=B8x1ia&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=87PasF&tk=OAqBIJ73tkHQ
大湾区卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fvrJmi&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JIqLxa&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pjMIhI&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J64aei&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ClDPMM&tk=OAqBIJ73tkHQ
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Qu3TwF&tk=OAqBIJ73tkHQ
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NauDyX&tk=OAqBIJ73tkHQ
广东新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rzGjC7&tk=OAqBIJ73tkHQ
广东民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cA3889&tk=OAqBIJ73tkHQ
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FwRVIS&tk=OAqBIJ73tkHQ
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PrUTcl&tk=OAqBIJ73tkHQ
经济科教,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Lac0UZ&tk=OAqBIJ73tkHQ
经济科教,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aqwtTM&tk=OAqBIJ73tkHQ
广东影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=TmdgWO&tk=OAqBIJ73tkHQ
岭南戏曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=a4vpt2&tk=OAqBIJ73tkHQ
现代教育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=T21uQm&tk=OAqBIJ73tkHQ
汕头综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bNTahR&tk=OAqBIJ73tkHQ
汕头综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0vAjt3&tk=OAqBIJ73tkHQ
汕头经济生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4OBeK7&tk=OAqBIJ73tkHQ
汕头经济生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bHLg4l&tk=OAqBIJ73tkHQ
潮州综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=o6JrwQ&tk=OAqBIJ73tkHQ
潮州民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IDZoIp&tk=OAqBIJ73tkHQ
揭阳综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gTJIDd&tk=OAqBIJ73tkHQ
揭阳生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IMc6jQ&tk=OAqBIJ73tkHQ
汕尾新闻综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PrGpM8&tk=OAqBIJ73tkHQ
汕尾文化生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WLRqWN&tk=OAqBIJ73tkHQ
广东2区,#genre#
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pxJIWm&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8h4jEV&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6VwwUa&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IkcZDz&tk=OAqBIJ73tkHQ
大湾区卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7Otdj8&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1HZT5x&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UFDSrY&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dmp7F2&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=imn4j0&tk=OAqBIJ73tkHQ
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HorKKR&tk=OAqBIJ73tkHQ
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UAcXcI&tk=OAqBIJ73tkHQ
广东新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VMALol&tk=OAqBIJ73tkHQ
广东民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SrW96K&tk=OAqBIJ73tkHQ
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dQqLOw&tk=OAqBIJ73tkHQ
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=O5BiJu&tk=OAqBIJ73tkHQ
经济科教,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ErMaTP&tk=OAqBIJ73tkHQ
经济科教,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jVCDr4&tk=OAqBIJ73tkHQ
广东影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Xy4xwN&tk=OAqBIJ73tkHQ
岭南戏曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rJaovw&tk=OAqBIJ73tkHQ
现代教育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HTLVxE&tk=OAqBIJ73tkHQ
汕头综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HxOk7R&tk=OAqBIJ73tkHQ
汕头综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=W7FdRH&tk=OAqBIJ73tkHQ
汕头经济生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LZd08U&tk=OAqBIJ73tkHQ
汕头经济生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MZbDl9&tk=OAqBIJ73tkHQ
潮州综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uvKH5p&tk=OAqBIJ73tkHQ
潮州民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LefJnr&tk=OAqBIJ73tkHQ
揭阳综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jRr7wJ&tk=OAqBIJ73tkHQ
揭阳生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gp74ZJ&tk=OAqBIJ73tkHQ
汕尾新闻综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HVOdzX&tk=OAqBIJ73tkHQ
汕尾文化生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UNGZAl&tk=OAqBIJ73tkHQ
广东3区,#genre#
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rKIY1c&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QVVhCs&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=z4ukPf&tk=OAqBIJ73tkHQ
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ttA79H&tk=OAqBIJ73tkHQ
大湾区卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uzaRHS&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5VIGGK&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=azcwFq&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jHQZMd&tk=OAqBIJ73tkHQ
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OMgNSl&tk=OAqBIJ73tkHQ
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=405tow&tk=OAqBIJ73tkHQ
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DIkUjQ&tk=OAqBIJ73tkHQ
广东新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QWQEJ6&tk=OAqBIJ73tkHQ
广东民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uCT9lP&tk=OAqBIJ73tkHQ
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pEcI53&tk=OAqBIJ73tkHQ
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JzESKd&tk=OAqBIJ73tkHQ
经济科教,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xz1IXg&tk=OAqBIJ73tkHQ
经济科教,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=A8DO4U&tk=OAqBIJ73tkHQ
广东影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sQkIO6&tk=OAqBIJ73tkHQ
岭南戏曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qTkMo9&tk=OAqBIJ73tkHQ
现代教育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YzgXDv&tk=OAqBIJ73tkHQ
汕头综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=O7vuQQ&tk=OAqBIJ73tkHQ
汕头综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rW7LI8&tk=OAqBIJ73tkHQ
汕头经济生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eo5V0e&tk=OAqBIJ73tkHQ
汕头经济生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QUOffR&tk=OAqBIJ73tkHQ
潮州综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iPyZTP&tk=OAqBIJ73tkHQ
潮州民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lHwx2r&tk=OAqBIJ73tkHQ
揭阳综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=U92TYm&tk=OAqBIJ73tkHQ
揭阳生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6tmPKG&tk=OAqBIJ73tkHQ
汕尾新闻综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MC6Ctb&tk=OAqBIJ73tkHQ
汕尾文化生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9dcu4c&tk=OAqBIJ73tkHQ
4K频道,#genre#
上海卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X5wJhY&tk=OAqBIJ73tkHQ
江苏卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WRfrP0&tk=OAqBIJ73tkHQ
浙江卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OpbShm&tk=OAqBIJ73tkHQ
山东卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2e5eIY&tk=OAqBIJ73tkHQ
湖南卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zFpVLw&tk=OAqBIJ73tkHQ
广东卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4zYvlH&tk=OAqBIJ73tkHQ
四川卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0oBAJn&tk=OAqBIJ73tkHQ
深圳卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xNEHZw&tk=OAqBIJ73tkHQ
北京卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=D5j8ZF&tk=OAqBIJ73tkHQ
