臺灣 Taiwan,#genre#
東森洋片,http://xtvantsc.xyz/Smart.php?id=ettvwestern
東森電影,http://xtvantsc.xyz/Smart.php?id=ettvmovie
美亞電影,http://xtvantsc.xyz/Smart.php?id=meiyamovie_twn
龍華洋片,http://xtvantsc.xyz/Smart.php?id=lunghuawestern_twn
龍祥时代,http://xtvantsc.xyz/Smart.php?id=lungxiangtime_twn
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,http://xtvantsc.xyz/Smart.php?id=asiatravel_twn
Animal Planet (Eng),http://xtvantsc.xyz/Smart.php?id=AnimalPlanet
Animal_Planet,http://xtvantsc.xyz/Smart.php?id=animalplanet_twn
Asia Travel,http://xtvantsc.xyz/Smart.php?id=asiatravel_twn
BBC Earth HD,http://xtvantsc.xyz/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,http://xtvantsc.xyz/Smart.php?id=bbclifestyle_twn
CI,http://xtvantsc.xyz/Smart.php?id=ci_twn
Discovery Asia,http://xtvantsc.xyz/Smart.php?id=discoverytwn_twn
Discovery HD,http://xtvantsc.xyz/Smart.php?id=discoveryhd_twn
Fashion TV,http://xtvantsc.xyz/Smart.php?id=fashiontv_twn
Foodnetwork Hd,http://xtvantsc.xyz/Smart.php?id=Foodnetwork_mega
HGTV,http://xtvantsc.xyz/Smart.php?id=HGTV
History,http://xtvantsc.xyz/Smart.php?id=History
MTV Live,http://xtvantsc.xyz/Smart.php?id=mtvhd_twn
NatGeo HD,http://xtvantsc.xyz/Smart.php?id=Natgeo
NatGeo Wild HD,http://xtvantsc.xyz/Smart.php?id=Natgeowild
NatGeo_Wild HD,http://xtvantsc.xyz/Smart.php?id=natgeowild_twn
Natgeo_HD,http://xtvantsc.xyz/Smart.php?id=natgeohd_twn
TLC,http://xtvantsc.xyz/Smart.php?id=Tlc
TLC Asia,http://xtvantsc.xyz/Smart.php?id=tlc_twn
亞洲美食,http://xtvantsc.xyz/Smart.php?id=afc_twn
美食星球,http://xtvantsc.xyz/Smart.php?id=foodplanet_twn
新聞 News,#genre#
ABC News,http://xtvantsc.xyz/Smart.php?id=abcnews_glo
Al-Jazeera,http://xtvantsc.xyz/Smart.php?id=aljazeera_twn
BBC World News,http://xtvantsc.xyz/Smart.php?id=Bbcnews
BBC World News,http://xtvantsc.xyz/Smart.php?id=bbcnews_twn
Bloomberg News,http://xtvantsc.xyz/Smart.php?id=bloomberg_twn
CBS HD,http://xtvantsc.xyz/Smart.php?id=cbshd_glo
CBSN HD,http://xtvantsc.xyz/Smart.php?id=cbsn_glo
CGTN,http://xtvantsc.xyz/Smart.php?id=CGTN
CNA,http://xtvantsc.xyz/Smart.php?id=cna
CNBC,http://xtvantsc.xyz/Smart.php?id=cnbc_twn
CNN International,http://xtvantsc.xyz/Smart.php?id=Cnn
CNN(備用),http://xtvantsc.xyz/Smart.php?id=cnn_twn
DW (Deutsch),http://xtvantsc.xyz/Smart.php?id=dw_twn
Fox News,http://xtvantsc.xyz/Smart.php?id=foxnews_twn
France 24,http://xtvantsc.xyz/Smart.php?id=france24_twn
NHK World,http://xtvantsc.xyz/Smart.php?id=nhkworld_japan
Skynews,http://xtvantsc.xyz/Smart.php?id=skynews_antik
東森財經新聞,http://xtvantsc.xyz/Smart.php?id=ettvcaijing_twn
兒童 Kids,#genre#
Animax,http://xtvantsc.xyz/Smart.php?id=Animax
Baby TV Eng,http://xtvantsc.xyz/Smart.php?id=Babytv
Baby TV,http://xtvantsc.xyz/Smart.php?id=babytv_twn
Boomerang Taiwan,http://xtvantsc.xyz/Smart.php?id=boomerang_twn
Boomerang,http://xtvantsc.xyz/Smart.php?id=Boomerang
CBeebies,http://xtvantsc.xyz/Smart.php?id=Cbeebies
Cartoon Network,http://xtvantsc.xyz/Smart.php?id=Cn
Disney Taiwan,http://xtvantsc.xyz/Smart.php?id=disneytwn_twn
Kids TV,http://xtvantsc.xyz/Smart.php?id=KidsTV
MiaoMi,http://xtvantsc.xyz/Smart.php?id=MiaoMi
Momo TV,http://xtvantsc.xyz/Smart.php?id=momo1_twn
Nick Jr,http://xtvantsc.xyz/Smart.php?id=Nickjr
Nickelodeon,http://xtvantsc.xyz/Smart.php?id=Nickelodeon
東森幼幼 Yoyo TV,http://xtvantsc.xyz/Smart.php?id=yoyo_twn
靖天卡通台,http://xtvantsc.xyz/Smart.php?id=jingtiancartoon_twn
泰國 Thailand,#genre#
Amarin,http://xtvantsc.xyz/Smart.php?id=amarin_pat
Ch 8,http://xtvantsc.xyz/Smart.php?id=ch8_pat
Channel 3 Thailand,http://xtvantsc.xyz/Smart.php?id=ch3_pat
Channel 5 Thailand,http://xtvantsc.xyz/Smart.php?id=ch5_pat
Channel 7 Thailand,http://xtvantsc.xyz/Smart.php?id=ch7_pat
Gmm Channel,http://xtvantsc.xyz/Smart.php?id=gmmchannel_pat
GmmOne,http://xtvantsc.xyz/Smart.php?id=gmmone_pat
MCOT HD Thailand-1,http://xtvantsc.xyz/Smart.php?id=mcot_pat
Mono,http://xtvantsc.xyz/Smart.php?id=mono_pat
Nation,http://xtvantsc.xyz/Smart.php?id=nation_pat
Nbt,http://xtvantsc.xyz/Smart.php?id=nbt_pat
New,http://xtvantsc.xyz/Smart.php?id=new_pat
PPTV Thailand1,http://xtvantsc.xyz/Smart.php?id=pptv_pat
TPTV,http://xtvantsc.xyz/Smart.php?id=tptv_pat
Thai Thai,http://xtvantsc.xyz/Smart.php?id=thaithai_pat
Thairath,http://xtvantsc.xyz/Smart.php?id=thairath_pat
Tnn24,http://xtvantsc.xyz/Smart.php?id=tnn24_pat
Workpoint,http://xtvantsc.xyz/Smart.php?id=workpoint_pat
tpbs,http://xtvantsc.xyz/Smart.php?id=tpbs_pat
英國 United Kingdom,#genre#
Al-Jazeera,http://xtvantsc.xyz/Smart.php?id=aljazeera_twn
Animal Planet (Eng),http://xtvantsc.xyz/Smart.php?id=AnimalPlanet
Axn HD,http://xtvantsc.xyz/Smart.php?id=Axn
BBC 1,http://xtvantsc.xyz/Smart.php?id=bbc1_antik
BBC 2,http://xtvantsc.xyz/Smart.php?id=bbc2_antik
BBC Earth HD,http://xtvantsc.xyz/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,http://xtvantsc.xyz/Smart.php?id=bbclifestyle_twn
BBC World News,http://xtvantsc.xyz/Smart.php?id=bbcworldnews_antik
Bloomberg News,http://xtvantsc.xyz/Smart.php?id=bloomberg_twn
Boomerang,http://xtvantsc.xyz/Smart.php?id=Boomerang
CBBC,http://xtvantsc.xyz/Smart.php?id=cbbc_antik
CBeebies,http://xtvantsc.xyz/Smart.php?id=Cbeebies
CGTN,http://xtvantsc.xyz/Smart.php?id=CGTN
CNBC,http://xtvantsc.xyz/Smart.php?id=cnbc_twn
Channel 4,http://xtvantsc.xyz/Smart.php?id=channel4_antik
DW (Deutsch),http://xtvantsc.xyz/Smart.php?id=dw_twn
Euronews,http://xtvantsc.xyz/Smart.php?id=euronews_antik
France 24,http://xtvantsc.xyz/Smart.php?id=france24_twn
Freesports,http://xtvantsc.xyz/Smart.php?id=freesports_antik
HBO HD,http://xtvantsc.xyz/Smart.php?id=Hbo
HGTV,http://xtvantsc.xyz/Smart.php?id=HGTV
History,http://xtvantsc.xyz/Smart.php?id=History
Hits Movie,http://xtvantsc.xyz/Smart.php?id=Hitsmovie
Kids TV,http://xtvantsc.xyz/Smart.php?id=KidsTV
MTV Live,http://xtvantsc.xyz/Smart.php?id=mtvhd_twn
More4,http://xtvantsc.xyz/Smart.php?id=more4_antik
NHK World,http://xtvantsc.xyz/Smart.php?id=nhkworld_japan
NatGeo HD,http://xtvantsc.xyz/Smart.php?id=Natgeo
NatGeo Wild HD,http://xtvantsc.xyz/Smart.php?id=Natgeowild
Nick Jr,http://xtvantsc.xyz/Smart.php?id=Nickjr
Nickelodeon,http://xtvantsc.xyz/Smart.php?id=Nickelodeon
Pick TV,http://xtvantsc.xyz/Smart.php?id=picktv_antik
Skynews,http://xtvantsc.xyz/Smart.php?id=skynews_antik
Skysports Arena,http://xtvantsc.xyz/Smart.php?id=tiankongarena
Skysports Cricket,http://xtvantsc.xyz/Smart.php?id=tiankongcricket
Skysports EPL,http://xtvantsc.xyz/Smart.php?id=tiankongepl
Skysports F1,http://xtvantsc.xyz/Smart.php?id=tiankongf1
Skysports Football,http://xtvantsc.xyz/Smart.php?id=tiankongfootball
Skysports Golf,http://xtvantsc.xyz/Smart.php?id=tiankonggolf
Skysports Main Event,http://xtvantsc.xyz/Smart.php?id=tiankongmain
Skysports News,http://xtvantsc.xyz/Smart.php?id=tiankongnews
Star Movies HD,http://xtvantsc.xyz/Smart.php?id=starmovies_raj
TLC,http://xtvantsc.xyz/Smart.php?id=Tlc
Thrill,http://xtvantsc.xyz/Smart.php?id=Thrill
Warner TV,http://xtvantsc.xyz/Smart.php?id=WarnerTV
itv 1,http://xtvantsc.xyz/Smart.php?id=itv1_antik
itv 2,http://xtvantsc.xyz/Smart.php?id=itv2_antik
越南 Vietnam,#genre#
ANTV,http://xtvantsc.xyz/Smart.php?id=viet_antv
BPTV 2,http://xtvantsc.xyz/Smart.php?id=viet_bptv2
BRT HD,http://xtvantsc.xyz/Smart.php?id=viet_brt
Ca Mau TV,http://xtvantsc.xyz/Smart.php?id=viet_camautv
Danang TV1 HD,http://xtvantsc.xyz/Smart.php?id=viet_danangtv1
Danang TV2 HD,http://xtvantsc.xyz/Smart.php?id=viet_danangtv2
HBTV HD,http://xtvantsc.xyz/Smart.php?id=viet_hbtv
HTV 7,http://xtvantsc.xyz/Smart.php?id=viet_htv7
HTV 9,http://xtvantsc.xyz/Smart.php?id=viet_htv9
PTTH 1,http://xtvantsc.xyz/Smart.php?id=viet_ptth1
VTV 1,http://xtvantsc.xyz/Smart.php?id=viet_vtv1
VTV 7,http://xtvantsc.xyz/Smart.php?id=viet_vtv7
韓國 Korea,#genre#
All the Kpop,http://xtvantsc.xyz/Smart.php?id=allthekpop_korea
Apps TV,http://xtvantsc.xyz/Smart.php?id=appongoogle_korea
Arirang HD,http://xtvantsc.xyz/Smart.php?id=arirang_korea
CBS,http://xtvantsc.xyz/Smart.php?id=cbs_korea
CGNTV,http://xtvantsc.xyz/Smart.php?id=cgntv_korea
EBS 1,http://xtvantsc.xyz/Smart.php?id=ebs1_korea
EBS Kids,http://xtvantsc.xyz/Smart.php?id=ebskids_korea
EBS Plus2,http://xtvantsc.xyz/Smart.php?id=ebsplus2_korea
EBS2,http://xtvantsc.xyz/Smart.php?id=ebs2_korea
J the Kpop,http://xtvantsc.xyz/Smart.php?id=jthekpop_korea
KBS World 24,http://xtvantsc.xyz/Smart.php?id=kbsworld24_korea
SBS Plus,http://xtvantsc.xyz/Smart.php?id=sbsplus_korea
YTN DMB,http://xtvantsc.xyz/Smart.php?id=ytndmb_korea
YTN Korean,http://xtvantsc.xyz/Smart.php?id=ytnkorean_korea
YTN Science,http://xtvantsc.xyz/Smart.php?id=ytnscience_korea
YTN,http://xtvantsc.xyz/Smart.php?id=ytn_korea
Yonhap News,http://xtvantsc.xyz/Smart.php?id=yonhapnews_korea
日本 Japan,#genre#
BS-TBS,http://xtvantsc.xyz/Smart.php?id=bstbs_japan
BSジャパン 181,http://xtvantsc.xyz/Smart.php?id=bs181_japan
BSフジ BS Fuji,http://xtvantsc.xyz/Smart.php?id=bsfuji_japan
CNA Japan,http://xtvantsc.xyz/Smart.php?id=cna_japan
JET 綜合,http://xtvantsc.xyz/Smart.php?id=jettv_japan
NHK Oaska,http://xtvantsc.xyz/Smart.php?id=nhkosaka_japan
NHK World,http://xtvantsc.xyz/Smart.php?id=nhkworld_japan
NHK-E,http://xtvantsc.xyz/Smart.php?id=nhke_japan
NHK-総合-2,http://xtvantsc.xyz/Smart.php?id=nhkg_japan
NHKBS1,http://xtvantsc.xyz/Smart.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://xtvantsc.xyz/Smart.php?id=nhkpremium_japan
TOKYOMX,http://xtvantsc.xyz/Smart.php?id=tokyomx_japan
テレビ朝日 Asahi TV,http://xtvantsc.xyz/Smart.php?id=asahitv_japan
テレビ東京 Tokyo TV,http://xtvantsc.xyz/Smart.php?id=tokyotv_japan
