斯玛特 央卫,#genre#
ELTA2,http://198.16.100.186:8278/eltasport2_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=9438c004ee50fe57cca5098b0665703a
ELTA3,http://198.16.100.186:8278/eltasport3_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=43f4550918b416f7235f49c98244b550
RTM Sports HD,http://198.16.100.186:8278/Rtmsport/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=62a7cb59cf76afdde8e3488ac84feede
Arena,http://198.16.100.186:8278/Arena/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=8c1744ac42a71fa92a360c03388bab52
Arena 2,http://198.16.100.186:8278/Arena2/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=52f4eae0495ea5188b42497413150a48
BolaArena 1,http://198.16.100.186:8278/Bolaarena1/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=7f2f5d182a8a9f48792fcc8a8e51b303
Bein 1 Sports,http://198.16.100.186:8278/bein1_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=ec027a241186b28d6b7d8aa463d04bef
Bein 2 Sports,http://198.16.100.186:8278/bein2_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=a447991d4b4620e20b336bc12893448e
Bein 3 Sports,http://198.16.100.186:8278/bein3_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=4ff1348b12a785cab4d12a9c702402a2
Bein 4 Sports,http://198.16.100.186:8278/bein4_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=6c7e66b439764a37ba2060201c04b444
Bein 5 Sports,http://198.16.100.186:8278/bein5_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=4dd8c83f55f955aab63bc8e987ded8ad
Bein 6 Sports,http://198.16.100.186:8278/bein6_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=c698c4ab7f1883f42df63d7dfb46e2e7
Bein 7 Sports,http://198.16.100.186:8278/bein7_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=fe9b7fee6f17020c8ec93a27f074e7ff
Rugby Pass TV,http://198.16.100.186:8278/Rugbypasstv/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=2938c9141357659d69637922b3f4c716
BolaArena 2,http://198.16.100.186:8278/Bolaarena2/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=b46ae5e6b7755b6a4221a0a5a71c098b
Sun TV HD,http://198.16.100.186:8278/Suntv/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=a064ecb0ea9acf97f89da4b50277fe97
Star Vijay,http://198.16.100.186:8278/Starvijay/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=99a4f5186e90be9c5eec43135b252170
Colors Tamil,http://198.16.100.186:8278/Colorstam_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=f8ebd359c413e676ad52734993382e5b
Sun Music,http://198.16.100.186:8278/Sunmusic/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=f10a49332ccf98b573e8c24a83b3ce94
Astro Sunlife,http://198.16.100.186:8278/Sunlife/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=f7dc995484d907579081afb56ccafae2
Astro Vaanavil,http://198.16.100.186:8278/Vaanavil/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=42ac04524ed2e7d857c9dd7b207804fb
Zee Tamil,http://198.16.100.186:8278/Zeetamil/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=4caefda42271106d9c14aa669b10b4b6
Zee Business,http://198.16.100.186:8278/Zeebusiness/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=061b7b88bcfdf67ba5b3313edc3235a0
News 18 Tamil,http://198.16.100.186:8278/news18tamil_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=5095469859ea724176235eb556e5c0f8
Adithya,http://198.16.100.186:8278/Adithya/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=2d75ba22fb258c922e916518e7850c0c
Makkal TV,http://198.16.100.186:8278/Makkaltv/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=d7a44fcf2252731638e45ad55b965748
Zee Action,http://198.16.100.186:8278/Zeeaction/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=0eaca9724173fa89ee2a6ec98ce76903
Astro KTV,http://198.16.100.186:8278/Astroktv/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=93b5141d824f7f55e347b7b5d6e4ab05
Zee TV HD,http://198.16.100.186:8278/Zeetvhd/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=391023052ef8b301e26568564e66c313
Zee Cinema HD,http://198.16.100.186:8278/Zeecinemahd/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=73ed059367ab57e6b305de52a6252e9b
Color HD,http://198.16.100.186:8278/Colorhd/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=80a11fe0b6e5c79d7689ae490e516cef
Starplus HD,http://198.16.100.186:8278/Starplushd/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=419355d70ba17294452c827c27ecd593
Picture HD,http://198.16.100.186:8278/Npicture/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=555e61a22677de17bde8c3886d4f88df
Zee News,http://198.16.100.186:8278/Zeenews/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=ac22cb892b440e5727e153c4c19af28f
Asianet,http://198.16.100.186:8278/asianet_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=1882334ee9ae74c273d80ecabb9aafd5
Asianet News,http://198.16.100.186:8278/asianetnews_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=188b425b9b13b28578d2592a1329e34c
Times Now,http://198.16.100.186:8278/timesnow_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=ea09d2e15218137c1f2ca59973b44f4a
BBC Earth Tamil,http://198.16.100.186:8278/bbcearthtam_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=8cf63d48bcc0deda0ea40bd880775c48
Discovery World Tamil,http://198.16.100.186:8278/discoveryworldtam_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=690aa5e0c6bc3a7916fc42b4c5082d70
History Tamil,http://198.16.100.186:8278/historytam_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=99790bd38f1836a90c479fbae18ff69b
NatGeo Tamil,http://198.16.100.186:8278/natgeotamil_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=5a6f8aadd6df26a1d850fa0f4fb0bd94
Natgeo Wild Tamil,http://198.16.100.186:8278/natgeowildtamil_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=beef79299ba106dd41eb692b43e7428e
Discovery Kids Tamil,http://198.16.100.186:8278/discoverykidtamil_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=37135a1d73102a9192c52cef8273065d
Discovery Tamil,http://198.16.100.186:8278/discoverytamil_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=d39e773f338435381796630072b6df5d
Sony Yay Tamil,http://198.16.100.186:8278/sonyyaytam_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=93e2df6eec6ef5f3cbd50dad0a4c125c
Sun TV India,http://198.16.100.186:8278/suntv_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=0ae7fda45808c113a71ba8e41592091a
Starmaa HD,http://198.16.100.186:8278/starmaa_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=62fe29eb8175f248c0384c5762567269
Starmaa Movies HD,http://198.16.100.186:8278/starmaamovies_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=505ec938e23ac7b3406aabe42bc8906e
Bollyone,http://198.16.100.186:8278/Bollyone/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=63a5df45285949c64017cc17ed6b0083
Astro Sunmusic,http://198.16.100.186:8278/Sunmusic/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=f10a49332ccf98b573e8c24a83b3ce94
Sony Pix HD,http://198.16.100.186:8278/sonypix_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=2fcd9cd7b4a81d2ff982676ad46e845f
Vijay Super,http://198.16.100.186:8278/vijaysuper_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=37e2eaf8a2da0c854fad30032f9c5806
AXN,http://198.16.100.186:8278/axn_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=ef65538f6c01924d72c6a0e75f36e60d
Animax,http://198.16.100.186:8278/Animax/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=aceff7688c2c3307497c5161715a262f
Astrol Kplus,http://198.16.100.186:8278/Kplus/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=2a3e2cd6c5d23912eb3424ea8045f791
Axn HD,http://198.16.100.186:8278/Axn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=85db9f36bf714664569ab4b158c55812

CINEMAX,http://198.16.100.186:8278/cinemax_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=d90050abd53d6edee6972da57757242a
Celestial Classic,http://198.16.100.186:8278/Celestial2/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=e7821cacd536b4694810705a8be96ebf
Celestial Movies HD,http://198.16.100.186:8278/Celestialindo/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=6b606cecf8c8f952cd6a9f5d9774f394
Cinemax,http://198.16.100.186:8278/Cinemax/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=50e3741a2c29baab231b6cbadfd47563
HBO Family,http://198.16.100.186:8278/Hbofamily/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=331322dc3b8b769b97f72fb58165833f
HBO HD,http://198.16.100.186:8278/Hbo/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=d80659116f0092678bbdb8e6077c1bf6
HBO Hits,http://198.16.100.186:8278/Hbohits/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=310e67481fde8bb83fbb5faf5f58d898
HBO Signature,http://198.16.100.186:8278/Hbosignature/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=1d50652cde410d63f6fc5b118c8e0dcb
HBO_HD,http://198.16.100.186:8278/hbohd_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=090dc9ce31b300b3055afbf7e2bcec02
HBO_HITS,http://198.16.100.186:8278/hbohits_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=388b55d21969e4f8a872037faa55ab7d
Hits Movie,http://198.16.100.186:8278/Hitsmovie/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=2544ff8725706d9b664e64b445ad68b2
Hits,http://198.16.100.186:8278/Hits/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=be634f5688f63652f393f1ba3ec61b11
Hollywood Movies,http://198.16.100.186:8278/hollywoodmovies_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=89b2d385d08fe9fbb4e008d59dc8f1b9
Movies Now HD,http://198.16.100.186:8278/moviesnow_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=f12e21336370391268975101ce7c1dd7
One,http://198.16.100.186:8278/One_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=262b8b1daf98163469183847236c7588
Paramount Network,http://198.16.100.186:8278/Paramountnetwork/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=188f8a533ea4d72a96ae93454cf840fa
Rock Actions,http://198.16.100.186:8278/Rockaction/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=a770290a29f3b4c4f9baca44470db8d5
Rock Entertainment,http://198.16.100.186:8278/Rockentertain/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=761fae4a976f56c888520270917f56e5
SCM,http://198.16.100.186:8278/Weishimovie/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=db575c6ceb0f6eade8e79d92d577fefe
Sony Pix HD,http://198.16.100.186:8278/sonypix_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=2fcd9cd7b4a81d2ff982676ad46e845f
Star Movies HD,http://198.16.100.186:8278/starmovies_raj/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=29b65859cd823e5cc563368dbb6f228c
Thrill,http://198.16.100.186:8278/Thrill/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=65c2cb5aec92c8119f2c29461c640231
Warner TV,http://198.16.100.186:8278/WarnerTV/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=cba8fbd0d48bb35836fc4843c498b8b9
tvN Movie,http://198.16.100.186:8278/Tvnmovie/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=bef509366086b2947512e385bb4a33d7
大爱2,http://198.16.100.186:8278/catchplay_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=014fb0d38e4c4edd26356f32c41d0371
BBC Earth Lifestyle,http://198.16.100.186:8278/bbclifestyle_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=96ea5a93240e4df67859c41c18f7e8f7
CI,http://198.16.100.186:8278/ci_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=37940e7c2b4988e4d55ea07b8fc70263
Discovery Asia,http://198.16.100.186:8278/discoverytwn_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=b95992141dc506f074e185e82f92bcf4
Discovery HD,http://198.16.100.186:8278/discoveryhd_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=c045c78d690ff4e418a097771edaeb3d
Fashion TV,http://198.16.100.186:8278/fashiontv_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=c6c25e309943a3524dce094977775dc7
Foodnetwork Hd,http://198.16.100.186:8278/Foodnetwork_mega/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=3767103819ccf7abcdb49b4cde48244a
HGTV,http://198.16.100.186:8278/HGTV/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=2db334a3bcea159684585e426a701f52
History,http://198.16.100.186:8278/History/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=41835e707a1949c84b8f61bfe6b2a7d4
MTV Live,http://198.16.100.186:8278/mtvhd_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=d3510fe75dcb784664888ca1027df288
NatGeo HD,http://198.16.100.186:8278/Natgeo/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=87fdbcf41f93c2a1e2f1192946b14fe7
NatGeo Wild HD,http://198.16.100.186:8278/Natgeowild/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=b6571fb888d0cf35864aec539b7504c6
NatGeo_Wild HD,http://198.16.100.186:8278/natgeowild_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=c85dff4a2a0ca8fccc8f0fa62e03b9b3
Natgeo_HD,http://198.16.100.186:8278/natgeohd_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=867db716555b896151a4d06d3a4a231b
TLC,http://198.16.100.186:8278/Tlc/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=fe42c6f52b4e73cf3bbede32750284fd
TLC Asia,http://198.16.100.186:8278/tlc_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=46cf202b15551449e2c2cfdb0166d6f4
亚洲美食,http://198.16.100.186:8278/afc_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=1795cc6e38ef7630e4e0371c6b0a2fbc
美食星球,http://198.16.100.186:8278/foodplanet_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=9456ea55015e1e54800d4d44b92db866
ABC News,http://198.16.100.186:8278/abcnews_glo/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=7773bb70e616400bfda985d96909b3a5
Al-Jazeera,http://198.16.100.186:8278/aljazeera_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=caca89305e6f2d1a4d3ac75c7fce6acd
BBC World News,http://198.16.100.186:8278/Bbcnews/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=b194a4c4dfa9013dd6103099d8125552
BBC World News,http://198.16.100.186:8278/bbcnews_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=bd2772a88f50da7682a7c1ef77373a87
Bloomberg News,http://198.16.100.186:8278/bloomberg_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=437e10670d228bfa01c17c4c9da25d2b
CBS HD,http://198.16.100.186:8278/cbshd_glo/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=3105019e9c32ae1284e0cc01a97f6b3e
CBSN HD,http://198.16.100.186:8278/cbsn_glo/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=1aaa6e84232816d105091ffa6c8d08a8
CGTN,http://198.16.100.186:8278/CGTN/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=6c8fc36783fddce0a87edf5ef49cf533
CNA,http://198.16.100.186:8278/cna/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=b042fa41eccd87932232acdc960aa8ec
CNBC,http://198.16.100.186:8278/cnbc_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=de6159112e131787acda6635a87ac7b1
CNN International,http://198.16.100.186:8278/Cnn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=25a6c44f938f4beb3e116b8b553c104d
CNN(备用),http://198.16.100.186:8278/cnn_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=31ede81b7f52405ec08a8c5f9d8de275
DW (Deutsch),http://198.16.100.186:8278/dw_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=c146c6b96c061f35f93e0903d9737183
Fox News,http://198.16.100.186:8278/foxnews_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=dbc31fe99aba509476ea2a48ab135ea9
France 24,http://198.16.100.186:8278/france24_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=da10ccb4b3c2c7462b076381c7e5f5ac
NHK World,http://198.16.100.186:8278/nhkworld_japan/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=93ef433cfff4265f9081a9abc35ad5c4
Skynews,http://198.16.100.186:8278/skynews_antik/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=ae9ea58dee0f57e7aae6ab0a4d5ff14b
东森财经新闻,http://198.16.100.186:8278/ettvcaijing_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=e3aaf9229e2b08ab2962b7099a231532
Animax,http://198.16.100.186:8278/Animax/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=aceff7688c2c3307497c5161715a262f
Baby TV Eng,http://198.16.100.186:8278/Babytv/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=4e89af6a03a13260482714664afbf652
Baby TV,http://198.16.100.186:8278/babytv_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=b672f355da00b154dc740ed3ed7960e4
Boomerang Taiwan,http://198.16.100.186:8278/boomerang_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=ab1fe80daf0e49208456e8cdb2988135
Boomerang,http://198.16.100.186:8278/Boomerang/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=eb402408ea9afb9a199e5d34de01fb4d
CBeebies,http://198.16.100.186:8278/Cbeebies/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=512780d7108b74fab3972e246b571ada
Cartoon Network,http://198.16.100.186:8278/Cn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=3734a1580ab693a911e84d58cf77f9d0
Disney Taiwan,http://198.16.100.186:8278/disneytwn_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=dd5f33611a8612cf72ee32ced830359b
Kids TV,http://198.16.100.186:8278/KidsTV/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=ef64fa



凤凰中文??,P2p://80.251.220.91:7999/2e1416e03c5d5b88468e6ba1bdf80075.m3u8
凤凰资讯??,P2p://80.251.220.91:7999/e66ec28b5bdb0f8892cfc046a80d775c.m3u8
凤凰资讯??,P2p://80.251.220.91:7999/ee987b5f253f85f3ac789fc18266e98d.m3u8
凤凰香港??,P2p://80.251.220.91:7999/02e951464b17777d78d69d2c83af22c8.m3u8
Now爆谷??,P2p://80.251.220.91:7999/8a11f82cf1c657e2db6ed1fdc2dcb3ed.m3u8
中天新闻??,P2p://80.251.220.91:7999/8d13c790ceb548d8627d2e5f0382e489.m3u8
无线新闻??,P2p://80.251.220.91:7999/0d3f54c8f9addf9e18d5f9dac5adae19.m3u8
无线新闻??,P2p://80.251.220.91:7999/3b8f1e91f35c8892ef3ee7c53bddd0c9.m3u8
无线翡翠4k码,P2p://80.251.220.91:7999/114d4bdfcd993a587dbda655a2aeb984.m3u8
无线翡翠??,P2p://80.251.220.91:7999/5a931ed422bf2e182d41abbca438a74b.m3u8
无线华丽??,P2p://80.251.220.91:7999/504c060715cce75a464f812d0fd8213a.m3u8
无线星河标国,P2p://80.251.220.91:7999/cd7576789e91fb8a757fa0e1468651a5.m3u8
无线明珠??,P2p://80.251.220.91:7999/9d18cf20b598bdc32830b6d46bda9e48.m3u8
澳门资讯??,P2p://80.251.220.91:7999/d4a0807f063ba50ebfdede327fe9c158.m3u8
Plus综合频道,http://beishan008.asuscomm.com:8890/bysid/82.m3u8#https://vdm6-hw.nbgdsygs.com/live/h6-2.flv#https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
TVB PLUS,https://cdn.163189.xyz/live/tvbp/stream.m3u8
有线新闻频道,http://beishan008.asuscomm.com:8891/bysid/78.m3u8
无线新闻频道,http://beishan008.asuscomm.com:8890/bysid/83.m3u8
无线翡翠频道,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
无线明珠频道,http://beishan008.asuscomm.com:8890/bysid/2.m3u8
有线赛讯频道,http://beishan008.asuscomm.com:8891/bysid/76.m3u8
有线综讯频道,http://beishan008.asuscomm.com:8891/bysid/77.m3u8
ViuTv_频道粤,http://beishan008.asuscomm.com:8889/bysid/99.m3u8
ViuTv_频道英,http://beishan008.asuscomm.com:8889/bysid/96.m3u8
RTHK-31频道,http://beishan008.asuscomm.com:8892/bysid/31.m3u8
RTHK-32频道,http://beishan008.asuscomm.com:8892/bysid/32.m3u8
RTHK-33频道,http://beishan008.asuscomm.com:8892/bysid/33.m3u8
RTHK-34频道,http://beishan008.asuscomm.com:8892/bysid/34.m3u8


CCTV-01💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv1hd
CCTV-02💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv2hd8m
CCTV-03💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv3hd
CCTV-04💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv4hd4m
CCTV-05💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv5hd
CCTV-5+💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv5phd
CCTV-06💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv6hd
CCTV-07💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv7hd4m
CCTV-08💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv8hd
CCTV-09💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv9hd4mc
CCTV-10💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv10hd
CCTV-11💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv11hd4m
CCTV-12💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv12hd4m
CCTV-13💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv13hd4m
CCTV-14💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctvsehd
CCTV-15💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctvyyhd4m
CCTV-16💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv16hd4m
CCTV-17💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=cctv17hd4m
北京卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=bjwshd
东方卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=hddfws
浙江卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=zjwshd
江苏卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=jswshd
湖南卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=hnwshd
广东卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=gdwshd
深圳卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=szwshd
天津卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=tjwshd
安徽卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=ahwshd
山东卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=sdwshd
辽宁卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=lnwshd
河北卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=hbwshd4m
河南卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=henwshd4m
江西卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=jxwshd
湖北卫视💝,http://ott-iptv.top/虪齺魕爧蠿齺虪齾爩/bestV1/best2024.php?id=hbwshd
